scenario_id,scenario,case,fy_revenue_impact,expense_or_provision_impact,pti_impact,resulting_pti,management_recommendation,classification,month,monthly_pti_impact
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-09-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-10-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-11-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-12-01,15.125
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-01-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-02-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-03-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-04-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-05-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-06-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-07-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-08-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-09-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-10-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-11-01,27.5
S05,Headcount & OpEx Productivity,Base,-90.0,-420.0,330.0,8224.1,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-12-01,27.5
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-01-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-02-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-03-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-04-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-05-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-06-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-07-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-08-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-09-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-10-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-11-01,39.875
S05,Headcount & OpEx Productivity,High / Stress,-130.5,-609.0,478.5,8372.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-12-01,39.875
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-01-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-02-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-03-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-04-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-05-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-06-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-07-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-08-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-09-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-10-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-11-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Low,286.0,115.5,170.5,8064.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-12-01,14.208333333333334
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-01-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-02-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-03-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-04-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-05-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-06-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-07-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-08-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-09-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-10-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-11-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,Base,520.0,210.0,310.0,8204.1,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-12-01,25.833333333333332
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-01-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-02-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-03-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-04-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-05-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-06-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-07-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-08-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-09-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-10-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-11-01,37.458333333333336
S06,Lending Growth & Interest Rate / Yield,High / Stress,754.0,304.5,449.5,8343.6,Favor risk-adjusted loan growth over pure balance growth.,MODEL_OUTPUT,2026-12-01,37.458333333333336
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-01-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-02-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-03-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-04-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-05-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-06-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-07-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-08-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-09-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-10-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-11-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Low,143.0,115.5,27.5,7921.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-12-01,2.2916666666666665
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-01-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-02-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-03-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-04-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-05-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-06-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-07-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-08-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-09-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-10-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-11-01,4.166666666666667
S07,Cobrand / Partnership Economics,Base,260.0,210.0,50.0,7944.1,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-12-01,4.166666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-01-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-02-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-03-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-04-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-05-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-06-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-07-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-08-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-09-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-10-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-11-01,6.041666666666667
S07,Cobrand / Partnership Economics,High / Stress,377.0,304.5,72.5,7966.6,Renew only if partner funding offsets benefit and acquisition inflation.,MODEL_OUTPUT,2026-12-01,6.041666666666667
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-01-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-02-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-03-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-04-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-05-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-06-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-07-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-08-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-09-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-10-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-11-01,5.5
S08,Retention & Card Member Attrition,Low,170.5,104.5,66.0,7960.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-12-01,5.5
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-01-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-02-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-03-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-04-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-05-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-06-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-07-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-08-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-09-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-10-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-11-01,10.0
S08,Retention & Card Member Attrition,Base,310.0,190.0,120.0,8014.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-12-01,10.0
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-01-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-02-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-03-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-04-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-05-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-06-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-07-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-08-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-09-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-10-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-11-01,14.5
S08,Retention & Card Member Attrition,High / Stress,449.5,275.5,174.0,8068.1,Target offers to high-contribution accounts and cap cost at preserved contribution.,MODEL_OUTPUT,2026-12-01,14.5
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-01-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-02-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-03-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-04-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-05-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-06-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-07-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-08-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-09-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-10-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-11-01,-4.125
S09,New Card / Membership Benefit Launch,Low,209.0,258.5,-49.5,7844.6,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-12-01,-4.125
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-01-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-02-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-03-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-04-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-05-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-06-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-07-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-08-01,-7.5
S09,New Card / Membership Benefit Launch,Base,380.0,470.0,-90.0,7804.1,Stage launch spending against account and spend milestones.,MODEL_OUTPUT,2026-09-01,-7.5
